,log,features,num_features,malr_2018,mlr_2018,R2_2018,malr_2019,mlr_2019,R2_2019,malr_2020,mlr_2020,R2_2020,malr_2021,mlr_2021,R2_2021,malr_2022,mlr_2022,R2_2022,malr,mlr,R2,abs_mlr,intercept
0,Y,"Log_Tot_Mdcr_Pymt_Amt,Log_Tot_Mdcr_Alowd_Amt,Tot_HCPCS_Cds,Type_Anesthesia,Bene_Avg_Age,Log_Tot_Benes,Type_MedicalSpecialtyOther,Type_OBGYN,Type_Cardiology,APP_Tot_Risk_2,Type_RehabTherapy,state_Territory,Type_BehavioralHealth,PrimaryCare_Tot_Risk_2,PharmacyNutrition_Tot_Risk_2",15,0.3723829114292119,0.0076829837561905,0.82920779818343,0.3754870747643796,-0.0053649278403888,0.8291773014053929,0.4348516380950433,0.1820164371049097,0.7915030024503591,0.4282758125108662,-0.1354797204718706,0.794991890722392,0.4056260278901464,0.0777694184701568,0.7975436235315507,0.4033246929379295,0.0253248382037994,0.8084847232586249,0.0253248382037994,Y
